disease	alpha	l1_ratio	pearson_r	r2	mse	model_run
AD	0.001	0.99	0.14166235536728053	0.01917172634057296	22.01790946893499	0.00100-0.99000
AD	0.001	0.99	0.14166235536728053	0.01917172634057296	22.01790946893499	0.00100-0.99000
AD	0.001	0.99	0.14166235536728053	0.01917172634057296	22.01790946893499	0.00100-0.99000
