brain_astrocytes	brain_inhibitory.neurons	brain_excitatory.neurons	brain_oligodendrocyte.precursor.cells	testis_early.spermatids	liver_plasma.cells	stomach_fibroblasts	brain_microglial.cells	eye_cone.photoreceptor.cells	esophagus_fibroblasts	eye_bipolar.cells	eye_muller.glia.cells	eye_horizontal.cells	lung_ciliated.cells	placenta_fibroblasts	liver_smooth.muscle.cells	liver_cholangiocytes	disease
0.012933853576817853	0.027693691416566833	0.03584772509218874	0.018327364362814243	0.042880999298567285	0.0016262887929502589	0.0	0.0010712906432720458	0.002499309380002233	0.00018831469620163763	0.0013678607923618036	0.0019175802634586814	0.0009637541319170047	0.003629168029617822	0.0022492674535988712	0.0	0.0008469163947641387	AD
0.012045360346585049	0.03450824226966204	0.04591132452998309	0.0209249838733659	0.04090113717211446	0.0011544659363350526	0.0	0.0011801192335358513	0.005964193338937422	0.00010291544014701523	0.00205125460843539	0.0018881322869323542	0.0006346850511949171	0.004126331281640134	0.0005699922879258582	0.0	0.00042640681220702353	AD
0.013433679987302964	0.029094351801885143	0.04172191938949525	0.01998179488079957	0.043147648845928206	0.0018600485413751244	0.0	0.0015620490116486808	0.004251565962185889	0.000614854521126002	0.0014593927644100122	0.001675801940036206	0.0009587884305937705	0.003533952298708026	0.0015047818860582092	0.0	0.0019806641427000046	AD
0.015235734304103334	0.02962548806637221	0.041722495451389896	0.02256972077369488	0.04648803642985342	0.005994367602137743	0.003919991542871233	0.003922565953206914	0.010131467616075456	0.004900930663556309	0.005959642590792458	0.005788282691054908	0.005630869024433879	0.005458705227111318	0.006706137790413233	0.0017188146895303002	0.0060617406951115485	AD
0.01707771503242425	0.03582253822544891	0.04496422742947761	0.0257421981553089	0.05061976661045371	0.005638349074367972	0.004043492414804179	0.005200551212259075	0.006800829712191175	0.004474177929911647	0.004512311057099291	0.005104675849282161	0.005427187581197095	0.006615274399607217	0.005760289209364061	0.001700249650893696	0.0054136652154088616	AD
0.016124328976808384	0.034084770587458374	0.04465606447559981	0.02283086145935917	0.04261267641955494	0.005864185414853273	0.0028233715353863913	0.004646429950734121	0.009135759031612513	0.0031942693224707498	0.00555351576536257	0.004193621180245765	0.0048569316164848025	0.008492298380794266	0.004394230626559679	0.0014526999514377058	0.004899514994682468	AD
0.015887628605646135	0.031650896726754855	0.04024193687850537	0.022362261105299326	0.04455044371695396	0.005319279709081648	0.0031741270671734835	0.004706059152733251	0.00816182914419585	0.00413040968280328	0.005458003051629519	0.004514440946970095	0.004692967335899954	0.0054310937213980955	0.007540218471731884	0.0019672590186794606	0.005125694569187623	AD
0.01583054853910693	0.033748483794884446	0.04359277071546871	0.024919970306680087	0.041137319270522395	0.00571790957158435	0.002370190578707435	0.005186183933550027	0.009183584804159267	0.0025061497838193753	0.005773711818775503	0.004839318998767762	0.005573863527959207	0.006881928221872399	0.005674508199403448	0.0016609646657148429	0.00549377271140014	AD
0.015319993320616057	0.030071034389906708	0.04436973745130394	0.02219007591838762	0.04625859083560468	0.003204111226109108	0.0038496821610237786	0.003565457765328861	0.0090084900320408	0.004053798534578717	0.005401459566502759	0.005130434020269074	0.004639523370909361	0.007090310812593202	0.003276875482921977	0.002161519357540179	0.0038765603574278666	AD
0.016663074946038896	0.034438917477144955	0.04598784973314368	0.024153974844500655	0.047991434160562035	0.005581124503286442	0.003306581338270808	0.004848301964996548	0.008608016593459052	0.004184955783613295	0.0049409900115849215	0.004885593309026774	0.004398463413836368	0.007311854962807395	0.006492189383092752	0.0016647410930488308	0.005288414176811287	AD
0.016870057323187925	0.03153072087474232	0.03963210153602039	0.022224732710428213	0.04665588572772297	0.005622874472216019	0.003843574985114591	0.005064679728169624	0.0064847509514489995	0.0041901812751670865	0.005358418791641263	0.005908227905977952	0.00495305178422344	0.007614901198085742	0.006240966001991597	0.0016329431397118736	0.004846673359130716	AD
0.015984741932248893	0.0383172728939748	0.04965453280239462	0.02481232042294311	0.04468480654690064	0.005152924264084289	0.0033028949309561605	0.005173137342492104	0.00993514921937182	0.004105163879298458	0.0060388780396419105	0.005879033383596098	0.004625200297082226	0.00810980467290505	0.004568350434861087	0.0013638938163296503	0.004427850259068231	AD
0.01736681391318432	0.03292608622821738	0.0454857896634005	0.0238726260025878	0.04692329784061098	0.0058558368684359955	0.0038010797908758056	0.005553602842556592	0.008229280526406941	0.00461502910293051	0.005449509494921124	0.005667155400234238	0.0049489690853502365	0.007520188464884268	0.005499241783679784	0.001251179533998619	0.005975926590849999	AD
0.016118506565411434	0.030486075517909855	0.04256789742107502	0.023441948647875816	0.04733371275030757	0.006888851004229657	0.004816515205864471	0.004817820448943096	0.011020287689218113	0.005796294152066732	0.006852684504181461	0.006681886739167585	0.0065234293921904675	0.006353171794659276	0.0075994059558411025	0.0026173970690211413	0.006956187064273229	AD
0.017958585288183948	0.03667773867372629	0.04580691843066773	0.026611669429057776	0.0514622529727723	0.006533119636729578	0.004939882562618096	0.006094556452376263	0.00769294440519743	0.005369934633737812	0.005407055528330852	0.005998897369788774	0.006320150550758945	0.0075086374142434974	0.006654438687166118	0.002598829382313254	0.006308643588705476	AD
0.017006116391045153	0.034941574887003876	0.04549902209789542	0.02370288457769915	0.04346224022024807	0.0067587497677235415	0.0037209633967329792	0.005540991712081191	0.010025619048668112	0.004091396502503849	0.00644688213210923	0.005088840922025828	0.005750293201841326	0.009383903386215102	0.005289578459249095	0.0023515040255325872	0.005794968218587798	AD
0.016769815918390826	0.03250997147552807	0.041089236045333884	0.023234792143606804	0.0453978823455589	0.006214344532609414	0.004071329572645213	0.005600542059344745	0.0090526539683025	0.005026490646336718	0.006351409097540545	0.0054092678456707476	0.005586415622587492	0.006325487168045953	0.008432729060880228	0.002865600499672993	0.006020929046733841	AD
0.01671286206957794	0.034605567613447796	0.044437220367330284	0.025790098441658957	0.04198757000272142	0.006612602911848555	0.003268138108557858	0.006080267429171518	0.010073376427432935	0.0034037472451806223	0.006666820782543433	0.005733843206252823	0.006466492118975554	0.00777499531044957	0.006568680284841048	0.002559583723423717	0.006388673560229013	AD
0.016202641613170723	0.03093164881053842	0.04521295218216366	0.023062644279499202	0.04710435869764147	0.004101210304128467	0.004746296050431431	0.004461092627662488	0.00989835932683433	0.004949932591193302	0.006294910222724383	0.006024672597578017	0.005533220557284288	0.007983121396716265	0.004173395396144749	0.003059688745748498	0.004772953991385355	AD
0.017544399412509244	0.035295243760798393	0.04682951443446831	0.025024666884511583	0.04883601324447052	0.0064759537530054995	0.0042036472502141415	0.005742611760710211	0.009498419612759018	0.005080972178801219	0.005834955488574905	0.0057800228477086915	0.0052922092682034325	0.00820448099100101	0.007385680337662074	0.0025633687430546845	0.00618350805724749	AD
0.017751388792466283	0.03238991294556458	0.040479542066801835	0.023097396981011438	0.04750118347043085	0.006517660451776977	0.004740145364505629	0.005958798204403649	0.00737709455032719	0.005086183666645596	0.006251907626292419	0.00680173244215001	0.005846263061634671	0.008507310493728585	0.0071347094236938816	0.0025315869702650425	0.005742161681927522	AD
0.016866787657776532	0.03917020596404928	0.050492769323032996	0.025682741667486835	0.0455320868396352	0.006048124903483901	0.004199968008993577	0.006067173784617112	0.010824253519572787	0.00500123265556466	0.006931712010916327	0.006772594186011893	0.005518686660399639	0.009001712085249216	0.0054635841993130735	0.002262774840012139	0.005323710324585961	AD
0.0182474601450961	0.03378409597277664	0.04632863707513881	0.024743827608247858	0.04776876703068479	0.006750442872381751	0.004697686795156951	0.006447310302135939	0.009119897090661612	0.005510650722141215	0.006342899867627448	0.006560818302053171	0.005842376794762813	0.008412711101820255	0.006393603803047847	0.0021501684977243475	0.006870405387027156	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.002957010852654756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0012232255386721066	0.0	0.007685941973293566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0008497026667441969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.000725088929528345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0004954964029438983	0.0	0.002704395242531044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.002398726347583601	0.0	0.004676799567670422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0	0.0	0.003165692299584015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.006654468369721151	0.0	0.0008850508485300648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.0	0.0	0.0017685178146403266	0.0	0.003449498224948658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.00790831780630301	0.023907315832599457	0.03732997851306178	0.016058458650979462	0.04255623481102769	0.0	0.0	0.0	0.002246529415284418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.009948725598509565	0.030762114231797078	0.04091068126115674	0.01956774730562167	0.04712272832100616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.008892840001066975	0.028839352935297626	0.04057186707767145	0.016345213546361762	0.03826973634719149	0.0	0.0	0.0	0.0011420358351283337	0.0	0.0	0.0	0.0	0.00042134562956771263	0.0	0.0	0.0	AD
0.008630241224107545	0.026147652523431347	0.03568658715339601	0.01582760225717864	0.04041377491668409	0.0	0.0	0.0	6.306044004886824e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.008565908808438709	0.028468283875119255	0.03939255967774721	0.018659302856577464	0.03664165819595846	0.0	0.0	0.0	0.0011955151301918418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.008001442166714622	0.024395290435461195	0.04025742645429328	0.015636986794273514	0.04230414814959462	0.0	0.0	0.0	0.0010020941718175238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.00948906129913913	0.02923113751328031	0.04204466752088473	0.01781050096387386	0.044217571990856804	0.0	0.0	0.0	0.0005568430448566102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.00971809177621319	0.026014313838445376	0.03501512718747381	0.015675439777477616	0.04274339995732065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.008736500815054858	0.033521547781491995	0.04610093237842546	0.018535602862004796	0.04056312650365034	0.0	0.0	0.0	0.002027587036258766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.010269136831791167	0.02755535516302694	0.04148691814317041	0.017497980906630035	0.04303670031335048	0.0	0.0	0.0	0.00013897043203435068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AD
0.012872641550791092	0.0287362746278587	0.04206600063167135	0.020958636909068837	0.04728735673148275	0.0026847999903989767	0.0003984636973543216	0.0004024126333901842	0.007248523019388314	0.0014803217428601848	0.0026495068834609388	0.0024603359011586335	0.002287796303849116	0.002095686011210445	0.0034709056233022503	0.0	0.0027598615933532794	AD
0.014901442397673464	0.03555816286037879	0.04563032576697503	0.024450984283940234	0.05183396544213622	0.00229279486975211	0.0005346976541832064	0.00181024487488273	0.003577643708471106	0.001010165630329836	0.0010527547826085623	0.0017071551816158423	0.0020620561818982274	0.0033701536550840893	0.002428483327149308	0.0	0.0020462505778002433	AD
0.013851344255934584	0.033645720168810025	0.045292974217947	0.02124473829980927	0.043023943785924404	0.0025415845213493356	0.0	0.00119969656670152	0.006150835720475996	0.0	0.0022020128076225133	0.0007024251929526822	0.0014343214681202395	0.00543847442837877	0.000923382563327415	0.0	0.001479426469466461	AD
0.013591155000143032	0.030967401426498255	0.04043462842180344	0.020730016028350718	0.04515551057811941	0.0019410524642001106	0.0	0.0012658724847624486	0.005077742799958199	0.0006310930604024915	0.0020972589489990246	0.0010565279042975496	0.0012544002004583105	0.0020657018967164204	0.004389921762910402	0.0	0.0017287437434762355	AD
0.013527315872726096	0.03327521164885104	0.0441218778642608	0.023546502602732177	0.041400323032287085	0.0023804186590795705	0.0	0.0017944822996779262	0.006203804483172628	0.0	0.0024448311706838782	0.001414514732061093	0.002224601048559893	0.003664328383276222	0.00233405165683604	0.0	0.0021343855417289867	AD
0.012965279419288421	0.029225282283772983	0.04497991376813152	0.02053970726921377	0.04703435005986644	0.0	0.0003209786389782763	8.684350923673765e-06	0.006011090353809402	0.0005468690247645676	0.0020347612896852068	0.001735441997934211	0.0011946566228847248	0.0038938510190527826	0.0	0.0	0.0003522567288387124	AD
0.014444584321810368	0.03403449120601746	0.046758099957797644	0.022702060469736548	0.04894146296773791	0.002229653295797983	0.0	0.0014221431593547233	0.005569105606226127	0.0006914058523641031	0.001526857867655735	0.0014656426198345215	0.0009292587482538667	0.004138048913177347	0.00323510936662724	0.0	0.0019081991986777047	AD
0.014673511924945922	0.03083508029108019	0.039763949547963175	0.020578743852518466	0.04747161498312174	0.0022756324079355587	0.0003142896264372758	0.0016611198006470326	0.0032297830886410285	0.0006971555469484883	0.0019875335555635614	0.0025925158048433427	0.0015410315424055757	0.0044716301714038545	0.0029582422075389875	0.0	0.0014212248462927384	AD
0.013696184724376288	0.038303613627283094	0.05079231651153481	0.023424941733011156	0.045303062608539536	0.0017579933914495323	0.0	0.0017795652619013573	0.007031547965784107	0.0006034990404317674	0.002736721689216933	0.002560033077549337	0.0011785248717977703	0.005017110990246139	0.0011149604048160601	0.0	0.0009601056888920606	AD
0.015220252189602596	0.03236845791928637	0.04620680572290804	0.022391922530134247	0.04776627265456561	0.0025322644833955413	0.00026750970713425136	0.002199316485282169	0.005152422208283579	0.0011653229732411622	0.002087673850783524	0.002327035673841308	0.0015354897796320795	0.004367401844937025	0.00214103653928872	0.0	0.0026654712853341595	AD
0.016807451452722152	0.032562400987143254	0.04581774242453925	0.024841767663160246	0.0510405844029303	0.006677165882937624	0.00440068755173827	0.0043984193695911535	0.011212954673885013	0.005476852319624133	0.006634645651830435	0.006448228604572332	0.006270581176560842	0.006087786246877144	0.007457123195562961	0.001984932913881104	0.006752056100267424	AD
0.018826937695201888	0.03935793262789255	0.04936883415051685	0.028320634114639823	0.05557159537433961	0.0062865731190657964	0.004536267624494916	0.0058001324462867345	0.007558230837121713	0.005008623865254163	0.0050462497859187355	0.005698073688882289	0.006046821981422963	0.007356839996283146	0.006419023730194447	0.0019646334122626506	0.006041065632821427	AD
0.017781314575655304	0.03745326702232843	0.049032671536035737	0.02512685458283361	0.046795998355301384	0.006534377758156929	0.0031972090596351643	0.005192304818956221	0.010120347676650316	0.003603892359701902	0.006188728593720062	0.00469824296446914	0.005421020820829266	0.009416515487629768	0.004919798054850333	0.0016929110013860788	0.005476603262899753	AD
0.01752309637641817	0.034786113359958744	0.04419565554507606	0.024614636827073526	0.04891731481215054	0.005936245732056217	0.003582110113621847	0.005258097372124992	0.00905199881187294	0.004631214833009703	0.006084175890120692	0.005050414029096396	0.0052415324942025315	0.0060574333855337135	0.00837243661085276	0.0022575612078221782	0.005724789998998604	AD
0.01745986501419036	0.037084088603061574	0.04786882989840462	0.027419327441558995	0.04517560763665319	0.00637381152606792	0.0026998136004095664	0.005784742757937087	0.01017296124096031	0.0028486923251071702	0.006430274364861036	0.0054069195191703235	0.006207692998021969	0.007649501131298467	0.006324718862491127	0.0019214872672688589	0.006128811758348121	AD
0.016899490856332553	0.033051581786111686	0.04872095085978081	0.024424513293863515	0.05078798387840684	0.003615087396629356	0.004323641204338927	0.004006546887894981	0.009980670786966423	0.00454717598123649	0.006021899804277283	0.005726452220881942	0.005183024414386335	0.007877822624826234	0.0036939586716115175	0.0024708834219182244	0.004354051588324081	AD
0.018372297319364104	0.03783975047627525	0.05049154551102919	0.026577675120128052	0.05268927850928718	0.006223728094261577	0.0037275212744657367	0.00541352255822969	0.009541294437821802	0.004691185469970991	0.00551652171070743	0.005457582288180911	0.004917852665901293	0.008121112894942191	0.0072224172663323	0.0019257421119959503	0.005903591184908583	AD
0.01860125611673317	0.03465435848605563	0.043525649015073144	0.02446400823151522	0.05122297625767717	0.0062695050764884856	0.004316742404745227	0.005651557823080805	0.007211487747704516	0.004696817906375156	0.005974857477095855	0.0065799193218235	0.005527002717035643	0.008453640656970959	0.006946784518598332	0.0018907327999596899	0.005418565344413632	AD
0.017627437003053543	0.04209225809908549	0.05450898347323956	0.02729923692797877	0.0490640562832769	0.005753924297089382	0.003723506661603575	0.005769604797586033	0.010997367713995008	0.004603533511079511	0.006720834620841048	0.00654771452967858	0.005165846839151544	0.008996648844075762	0.005110810333670305	0.0015955713935325265	0.0049592998907656725	AD
0.01914464241366708	0.0361819518279232	0.04994602036907496	0.02627003066357038	0.05151844846910273	0.006525266815847197	0.004270143326206462	0.006187743168213686	0.009125651377457734	0.005163120608810383	0.006074515704783471	0.006315214129361316	0.005522428900284279	0.008349961636378342	0.0061326092528911	0.0014717079357847286	0.006657885857729023	AD
0.017688471758930506	0.03341915590046728	0.046657877455626676	0.025711247494561534	0.05188102680690621	0.007571013061604265	0.005296773700823344	0.005293123683655674	0.012100596299433383	0.006371666023354838	0.007526920359212449	0.007341116622971739	0.007162334479310309	0.006981618100518632	0.008349639305725555	0.002883278420061745	0.0076458605621353695	AD
