disease	alpha	l1_ratio	pearson_r	r2	mse	model_run
AD	0.001	0.99	0.13098792947036303	0.015609279453254521	22.097788025424276	0.00100-0.99000
AD	0.001	0.99	0.13098792947036303	0.015609279453254521	22.097788025424276	0.00100-0.99000
AD	0.001	0.99	0.13098792947036303	0.015609279453254521	22.097788025424276	0.00100-0.99000
